BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,982758,290,256,8,26,0.032,0.019,637117,890,473,278,139,1.948,1.127,339852,516476,2480,29.415
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,613282,913,843,36,34,0.092,0.095,581822,1688,829,564,295,2.957,2.786,159910,753223,3479,28.795
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4265,3536,3109,229,198,0.36,0.453,4024,3064,1640,980,444,6.07,3.872,113,1685,2751,33.657
1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3982,7164,5990,893,281,0.509,2.19,3865,5242,2629,1753,860,6.105,6.118,90,3963,3979,43.839
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,37329,1487,1317,66,104,0.142,0.147,36156,3145,1978,851,316,7.099,3.109,2187,16427,2876,34.996
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,30571,2085,1763,199,123,0.175,0.464,30015,4257,2338,1301,618,7.549,4.876,1279,31795,3900,41.163
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,382,4137,3405,418,314,0.351,1.089,378,4702,2773,1127,802,9.638,4.294,,156,2831,37.987
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,364,7384,5526,1435,423,0.552,3.769,363,7461,3797,1847,1817,9.036,7.072,,368,3848,49.563
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4391,1954,1730,120,104,0.169,0.306,4229,4266,2117,1361,788,7.257,4.03,119,1902,5635,37.722
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10088,2721,2420,202,99,0.243,0.549,10001,3933,1734,1121,1078,6.236,5.669,160,10180,5808,56.69
1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,80,8803,,,,,,78,6544,3844,1825,875,9.103,7.154,,38,4830,41.711
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,129,8149,6062,,,0.698,,129,6620,3115,2085,1420,9.163,8.078,,126,6571,68.31
1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1530,2646,2290,211,145,0.209,0.479,1509,5426,3396,1447,583,10.588,4.569,32,684,4560,41.876
1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1494,3956,3070,657,229,0.293,1.556,1481,6376,3751,1729,896,9.962,6.578,,1510,6445,56.262
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,57154,1442,1368,28,46,0.169,0.057,52547,2375,1270,875,230,5.032,2.584,7233,25728,2864,37.4
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,33716,2461,2295,92,74,0.244,0.254,32672,3369,1635,1266,468,5.748,4.525,3322,36748,4208,44.224
1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1655,5355,4883,324,148,0.584,0.749,1582,4025,2332,1258,435,7.982,4.322,44,668,3319,42.307
1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1147,7817,6575,937,305,0.684,2.392,1116,5484,2826,1817,841,7.659,6.612,,1114,4536,53.924
1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,8252,2600,2366,85,149,0.257,0.182,8074,4615,2844,1346,425,9.184,3.976,436,3642,3259,44.756
1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5291,3086,2750,198,138,0.296,0.445,5229,5538,2691,1842,1005,9.735,5.993,196,5570,4466,54.222
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,250,4611,3842,561,208,0.552,1.2,246,6035,3314,1873,848,11.764,5.573,,99,3045,46.394
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,229,8156,7088,,,0.782,,229,7549,3836,1879,1834,11.389,7.563,,233,5407,59.155
1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,745,3112,2762,,,0.266,,726,4954,2622,1600,732,10.054,4.81,,306,4715,41.98
1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,737,4315,4025,190,100,0.406,0.634,727,5517,2750,1670,1097,8.53,6.664,,760,7012,65.229
1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,34,18914,,,,,,34,9742,5064,2664,2014,10.529,9.588,,36,4615,61.278
1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,366,2334,2140,,,0.322,,360,6246,4045,1639,562,13.131,4.683,,156,5001,51.487
1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,268,5229,4590,,,0.44,,266,8955,4143,1902,2910,11.823,7.267,,270,6584,64.859
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,92809,920,822,37,61,0.109,0.093,86559,2326,1287,587,452,5.105,2.836,9881,47146,3341,43.307
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,93177,1518,1361,95,62,0.15,0.255,91050,2891,1299,873,719,5.526,4.81,7816,101347,5359,56.625
1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1797,4541,3911,362,268,0.479,0.857,1699,3297,1761,916,620,6.582,4.006,31,723,3143,46.342
1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1417,7212,5587,1283,342,0.541,3.157,1381,5672,2383,1743,1546,6.689,6.442,36,1446,4891,66.684
1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,12677,1681,1450,105,126,0.166,0.235,12393,3608,2059,916,633,8.821,3.8,680,6030,3789,50.513
1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,10289,2372,2000,241,131,0.209,0.633,10170,4801,2293,1299,1209,9.296,5.83,396,10880,5366,64.663
1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,199,5203,4211,624,368,0.543,1.302,197,5143,2900,1121,1122,10.584,4.548,,72,2196,46.417
1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,194,9368,7590,1246,532,0.701,2.866,190,8285,4068,1945,2272,11.579,8.142,,201,5410,73.716
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1228,1659,1592,,,0.187,,1196,4410,2370,1051,989,9.202,4.375,,537,5508,47.587
1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1667,2447,2148,181,118,0.227,0.544,1658,4906,2154,1265,1487,8.397,6.232,,1697,7777,73.45
1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,37,18015,,,,,,37,9659,5168,3136,1355,12.351,9.838,,37,8619,65.216
1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,457,3098,2835,,,0.284,,454,6100,3870,1429,801,12.896,4.773,,191,4654,53.518
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,437,4382,3616,465,301,0.346,0.998,433,7497,4157,1631,1709,13.677,6.753,,443,8213,73.016
1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,35939,1800,1687,38,75,0.213,0.084,33731,3133,1616,1024,493,6.981,3.322,3090,16382,3794,51.892
1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,20068,2767,2506,161,100,0.275,0.41,19640,4453,2018,1503,932,7.699,5.721,1533,21802,5786,68.4
1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1346,6239,5477,350,412,0.666,0.744,1275,5399,2804,1605,990,9.324,4.671,,520,3610,53.313
1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,931,9869,8147,1247,475,0.814,3.267,909,7810,3554,2295,1961,9.516,7.733,,933,5187,73.48
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,6274,2989,2666,148,175,0.3,0.32,6161,5198,2951,1457,790,11.234,4.64,295,2891,4143,58.257
1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,4259,3957,3449,340,168,0.357,0.822,4217,6578,3141,1786,1651,11.669,6.447,165,4546,6446,75.806
1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,236,7891,7314,,,0.784,,235,8092,4352,2122,1618,13.409,6.077,,97,3827,59.34
1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,195,8535,7430,,,0.815,,195,10704,4711,2345,3648,14.467,7.728,,205,6432,80.439
1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,518,2460,2291,,,0.251,,507,5263,3043,1537,683,11.643,4.353,,209,5528,54.081
1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,426,4916,4024,755,137,0.364,1.962,425,6429,3256,1801,1372,11.633,6.965,,437,7420,78.059
1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,248,4046,3586,,,0.407,,245,8778,5119,2081,1578,17.682,4.853,,111,6528,57.396
1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,195,4149,3508,,,0.349,,194,8460,4417,1921,2122,14.438,6,,202,7264,73.832
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80043,2195,2057,67,71,0.301,0.154,74992,2734,1513,921,300,5.257,3.636,2896,39808,4237,37.659
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,148256,3691,3483,145,63,0.479,0.396,143669,3604,1842,1357,405,5.14,5.988,3606,147828,5703,44.043
1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1172,7028,6160,571,297,0.742,1.345,1121,5154,2758,1577,819,7.809,5.359,,492,3859,44.876
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1621,14668,11786,2313,569,1.062,5.568,1589,7455,3754,2657,1044,7.065,9.021,,1595,5837,60.022
1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,10015,3928,3518,201,209,0.428,0.462,9748,4904,2852,1541,511,10.166,5.066,153,4751,4340,49.106
1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,13083,5928,5226,518,184,0.66,1.299,12884,6981,3807,2139,1035,9.778,8.17,144,13156,6192,59.441
1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,183,9625,8247,,,0.907,,177,7422,4129,1982,1311,13.277,6.045,,80,4224,47.375
1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,222,12070,8571,2783,716,1.117,5.716,221,10675,5109,3241,2325,10.529,9.837,,216,5983,69.347
1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1188,4401,3959,248,194,0.432,0.592,1140,5646,2917,1692,1037,10.095,6.126,,588,7462,52.007
1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2403,6664,5502,860,302,0.609,2.347,2377,6725,3097,2207,1421,9.073,8.681,,2396,8936,72.985
1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,60,23398,16325,,,1.283,,59,10155,4894,3835,1426,8.746,11.407,,60,7512,100.6
1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,518,5972,5116,573,283,0.525,1.334,509,9061,5576,2430,1055,14.878,6.709,,255,7049,60.573
1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,633,10859,9030,1435,394,0.916,3.731,626,9244,4889,2794,1561,12.949,10.128,,628,9020,77.392
1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,11038,3880,3702,83,95,0.49,0.195,10497,4374,2432,1569,373,7.947,4.691,273,4967,4407,49.544
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,12367,6725,6290,299,136,0.839,0.853,12067,6214,3155,2439,620,7.941,8.172,194,12354,6501,59.268
1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,488,10338,8835,1014,489,1.035,2.115,468,6511,3678,2001,832,9.915,6.244,,195,3422,48.728
1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,572,16262,13255,2421,586,1.509,5.869,558,11400,5090,4974,1336,9.276,9.952,,554,6146,70.726
1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2539,6208,5635,317,256,0.668,0.647,2498,6969,4173,2216,580,12.69,6.408,,1207,4696,57.904
1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2911,8288,7351,667,270,0.994,1.676,2874,8892,4410,2956,1526,11.762,9.239,34,2969,6779,70.531
1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,117,13228,10851,,,1.239,,117,10046,5487,2699,1860,12.966,8.402,,59,3885,60.729
1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,155,15687,11666,3180,841,1.426,8.006,152,12204,5839,3123,3242,13.243,10.961,,157,6930,79.758
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,239,6383,,,,,,233,6937,3919,2214,804,12.678,6.425,,110,7597,62.264
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,285,9781,7869,1510,402,0.849,4.411,281,8683,4398,2686,1599,11.733,9.758,,285,12459,82.642
1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,131,7359,6345,,,0.771,,129,9284,5201,2987,1096,17.31,6.891,,54,5664,67.037
1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,159,13149,10175,2454,520,1.176,5.83,157,11300,5902,3253,2145,17.35,10.631,,164,10233,84.787
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,18622,2714,2474,137,103,0.355,0.308,17729,3570,1842,1088,640,7.297,4.583,418,9342,4878,55.766
1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,30420,4723,4334,288,101,0.56,0.832,29735,5121,2547,1692,882,7.193,7.788,538,30683,7571,73.313
1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,462,9569,7892,1075,602,0.959,2.394,439,6145,2983,1961,1201,9.362,6.613,,196,4089,58.699
1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,692,13937,10104,3288,545,1,8.74,677,9220,4104,3235,1881,7.25,9.578,,683,6846,85.245
1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,3364,4447,3829,353,265,0.476,0.781,3307,6057,3507,1549,1001,11.692,5.82,46,1664,4756,62.377
1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,4502,6316,5333,710,273,0.664,1.716,4444,7957,3699,2366,1892,11.535,8.921,43,4608,8212,83.204
1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,78,9939,8439,,,1,,77,7512,4002,2119,1391,12.961,7.182,,33,5941,66.818
1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,128,12707,9090,,,0.93,,126,10620,4956,2639,3025,10.619,10.619,,129,8066,89.527
1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,326,3989,3379,,,0.525,,316,6970,3457,1886,1627,11.753,6.896,,150,9089,67.06
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,567,8259,7074,918,267,0.653,2.175,563,7444,3850,2276,1318,12.06,10.096,,574,9944,91.005
1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,152,9114,7743,986,385,0.704,2.151,151,8539,5330,2459,750,16.146,7.709,,72,6387,73.25
1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,201,12368,9337,2562,469,0.821,7.294,199,10393,5598,2768,2027,14.452,9.799,,202,11678,98.782
1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,7140,4086,3804,118,164,0.532,0.283,6842,5266,2646,1757,863,9.365,5.425,130,3277,5154,64.508
1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,7478,6948,6357,425,166,0.849,1.204,7341,7434,3475,2606,1353,9.627,8.977,112,7628,7965,84.525
1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,429,14733,12541,1390,802,1.261,2.655,414,8454,4314,2258,1882,10.86,7.065,,177,4815,65.706
1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,518,20044,14662,4613,769,1.616,11.413,507,11609,5141,3830,2638,9.146,10.982,,499,7027,93.074
1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1768,6528,5850,354,324,0.712,0.839,1748,7926,4255,2353,1318,13.992,6.902,,797,5878,72.161
1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2179,8441,7188,931,322,0.981,2.531,2160,11122,5137,3206,2779,13.794,10.081,,2243,8663,92.992
1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,101,12379,10447,1300,632,1.218,3.139,100,10959,5413,2643,2903,14.87,8.19,,49,5545,67.388
1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,138,16433,12349,3611,473,1.565,8.42,135,13985,6073,3634,4278,13.733,11.319,,135,8646,102.341
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,161,4582,,,,,,161,7978,4661,2195,1122,14.528,6.466,,79,5190,68.785
1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,179,9466,7577,1652,237,0.821,5.486,177,9087,4583,2939,1565,12.751,10.441,,179,10777,104.793
1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,90,9474,8871,,,0.722,,89,12341,7043,3501,1797,19.18,8.191,,38,7387,78.816
1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,118,13898,11082,2331,485,1.305,5.686,118,14568,7138,4039,3391,16.042,11.78,,118,11700,101.051
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16924,2982,2709,101,172,0.353,0.217,15868,3122,1530,969,623,6.111,3.461,406,7397,4193,37.696
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,21267,3883,3526,202,155,0.404,0.55,20769,4087,1891,1343,853,6.596,5.711,386,21264,5920,50.462
1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,333,8829,7750,565,514,0.913,1.255,306,5145,2770,1568,807,7.879,5.278,,129,3165,43.589
1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,352,12888,10679,1857,352,0.875,4.077,344,5669,3017,1566,1086,7.116,6.413,,336,5016,55.134
1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3077,3334,2961,158,215,0.344,0.373,3020,4187,2267,1197,723,9.506,4.401,41,1492,3569,47.332
1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,4248,3878,3378,321,179,0.402,0.836,4178,5310,2550,1489,1271,9.603,5.91,38,4267,5413,59.159
1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,66,7928,,,,,,66,8649,4060,2303,2286,10.591,4.97,,37,4150,51.486
1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,80,15038,,,,,,80,9213,3991,2181,3041,11.538,7.138,,79,5905,61.253
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,561,5615,5100,370,145,0.487,0.75,533,4913,2559,1382,972,9.43,4.75,,230,5099,45.361
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,734,7638,7045,284,309,0.639,0.728,727,6991,2905,1766,2320,9.098,7.282,,736,7742,67.018
1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,227,6582,5990,,,0.634,,224,7633,3793,2224,1616,12.978,5.875,,114,4492,51.579
1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,282,7389,6071,884,434,0.61,2.23,281,7363,3591,2297,1475,12.851,7.95,,288,7528,67.719
1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,7391,4342,4084,73,185,0.52,0.161,6940,4228,2138,1481,609,7.74,4.214,137,3133,3727,46.634
1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,6763,5266,4869,222,175,0.57,0.604,6608,5590,2689,2018,883,8.403,6.597,78,6719,5389,59.377
1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,299,10158,9370,440,348,1.067,1.05,289,5975,3539,1730,706,8.875,5.498,,126,3028,51.627
1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,305,11746,10175,867,704,1.148,2.541,299,8406,4141,2744,1521,9.365,7.826,,298,5254,62.379
1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1641,5241,4804,174,263,0.571,0.395,1608,6007,3262,1812,933,11.816,5.43,,800,4272,56.76
1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2019,5538,5028,243,267,0.586,0.667,2000,7198,3482,2111,1605,11.685,6.799,,2063,5805,68.573
1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,79,11947,,,,,,79,8505,4819,2543,1143,14.101,7.684,,37,6275,48.297
1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,87,13085,,,,,,87,9488,4554,2440,2494,12.563,8.644,,82,5298,69.11
1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,211,5531,,,,,,207,5887,2785,2172,930,10.908,6.333,,105,4972,55.476
1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,233,7955,,,,,,231,8238,3581,3125,1532,11.238,8.736,,234,6939,69.231
1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,105,6849,,,,,,103,8139,4486,2309,1344,15.835,6.932,,51,4423,57.647
1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,134,8139,6974,,,0.896,,132,9520,4625,2381,2514,14.583,8.114,,132,7142,86.288
1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5241,3135,2822,127,186,0.397,0.306,4924,3756,1780,1031,945,7.713,4.387,104,2432,4429,55.93
1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,6222,4836,4337,321,178,0.483,0.804,6108,5309,2291,1593,1425,7.996,6.331,94,6261,7423,75.789
1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,123,9435,8350,,,1.098,,114,5027,2448,940,1639,7.588,5.342,,53,20220,55.566
1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,169,16074,12759,2929,386,1.018,7.84,167,7939,3805,1997,2137,9.018,6.988,,163,7347,82.233
1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1136,3838,3387,243,208,0.439,0.494,1114,5523,2854,1420,1249,11.704,4.914,,572,4791,65.523
1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1551,5360,4628,523,209,0.476,1.526,1539,7332,3187,1779,2366,11.384,6.888,,1585,7183,83.459
1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,44,18695,,,,,,43,9319,4088,2488,2743,9.837,7.349,,42,4972,70.595
1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,148,6018,,,,,,144,7817,3492,2196,2129,11.035,6.66,,78,5611,59.821
1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,189,10923,9784,,,0.857,,188,10027,4609,2038,3380,12.191,8.436,,197,11885,91.604
1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,75,5163,,,,,,75,7453,3707,1741,2005,15.013,6.693,,76,9804,96.092
1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,4311,4704,4372,128,204,0.575,0.325,4084,4843,2427,1490,926,9.657,4.737,71,1822,4784,63.097
1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,3811,6842,6245,356,241,0.676,1.003,3749,6871,3140,2244,1487,10.249,7.672,42,3831,7486,86.096
1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,202,11316,10135,425,756,1.233,0.886,196,7516,3804,2121,1591,10.872,6.276,,89,5544,77.596
1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,216,19006,15601,2836,569,1.472,7.116,210,10460,5335,3134,1991,10.51,8.571,,216,6203,80.852
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1056,6354,5810,195,349,0.67,0.455,1049,7548,3904,2000,1644,13.663,6.056,,520,4742,68.667
1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1453,6577,5855,466,256,0.677,1.27,1444,9587,4564,2244,2779,14.591,7.537,,1509,7933,93.928
1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,76,11169,,,,,,75,14894,7967,3586,3341,16.133,10.747,,74,7035,88.405
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,131,8747,7998,,,0.802,,127,7639,4345,1728,1566,13.598,6.37,,58,4766,69.759
1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,114,9497,,,,,,113,9893,4654,2789,2450,14.106,9.106,,114,10121,96.07
1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,91,9752,8136,,,0.989,,91,11769,6356,2187,3226,18.088,7.231,,92,8746,98.946
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5626,6359,5912,241,206,0.833,0.551,5234,4839,2503,1622,714,7.835,5.428,68,2842,4905,49.279
1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,11511,9307,8408,690,209,1.165,1.747,11228,6674,3370,2365,939,7.872,8.566,90,11333,7384,63.715
1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,160,12546,10769,1291,486,1.244,2.588,154,6772,3504,1968,1300,8.24,5.903,,68,3540,57.5
1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,281,18985,15286,2780,919,1.698,6.982,273,10018,4853,3542,1623,8.593,10.788,,274,6912,72.146
1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1341,7815,7069,391,355,0.915,0.953,1314,6919,3770,1975,1174,11.538,6.449,,731,5094,57.992
1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2938,11079,9728,1022,329,1.369,2.678,2898,9151,4545,2790,1816,11.292,9.48,,2946,7545,74.017
1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,67,15999,13251,,,1.731,,66,14403,7223,4063,3117,12.53,11.182,,67,6182,84.806
1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,204,10099,8792,844,463,0.995,1.686,198,7499,4022,2412,1065,12.091,7.273,,103,5855,60.029
1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,384,14666,11883,2168,615,1.286,4.909,380,9671,4773,3131,1767,11.458,11.166,,384,10045,85.24
1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,107,10235,8826,996,413,1.047,2.561,105,9080,4777,2575,1728,16.467,9.248,,67,5854,73.612
1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,209,17885,15427,1795,663,1.732,5.589,208,11695,6387,3220,2088,14.438,10.731,,207,10846,82.971
1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2410,8832,8093,379,360,1.035,0.77,2294,6469,3392,2175,902,9.348,6.186,,1156,4418,56.082
1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,3860,12266,11085,886,295,1.527,2.37,3787,9003,4535,3308,1160,9.987,9.974,,3809,7155,72.112
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,170,14290,12219,1656,415,1.588,3.9,164,8418,4756,2519,1143,11.604,8.317,,71,4147,61.31
1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,232,22708,18190,3948,570,2.207,9.69,228,12372,6334,4360,1678,10.544,12.654,,230,6704,78.761
1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,775,10216,9293,520,403,1.2,1.368,763,8916,4694,2435,1787,12.733,7.396,,425,4985,68.487
1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1653,14111,12557,1084,470,1.814,2.864,1630,12134,5949,3728,2457,12.75,11.032,,1679,8302,84.86
1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,101,21772,17995,2790,987,2.356,5.95,100,16684,8746,4326,3612,15.91,10.79,,104,6486,79.885
1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,118,15185,,,,,,116,9497,5370,2468,1659,14.138,7.776,,40,7410,75.925
1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,154,13901,11390,2155,356,1.338,5.864,154,11763,5842,4075,1846,14.37,11.513,,152,10879,96.816
